date,team,opponent,elo_after,elo_change,score
2023-10-17,Jordan,Iraq,1560,-3,2 - 2
2023-11-16,Jordan,Tajikistan,1555,-5,1 - 1
2023-11-21,Jordan,Saudi Arabia,1516,-39,0 - 2
2023-12-28,Jordan,Lebanon,1503,-13,2 - 1
2024-01-05,Jordan,Qatar,1517,14,1 - 2
2024-01-09,Jordan,Japan,1513,-4,6 - 1
2024-01-15,Jordan,Malaysia,1535,22,4 - 0
2024-01-20,Jordan,South Korea,1552,17,2 - 2
2024-01-25,Jordan,Bahrain,1519,-33,1 - 0
2024-01-29,Jordan,Iraq,1554,35,3 - 2
2024-02-02,Jordan,Tajikistan,1569,15,1 - 0
2024-02-06,Jordan,South Korea,1627,58,2 - 0
2024-02-10,Jordan,Qatar,1597,-30,3 - 1
2024-03-21,Jordan,Pakistan,1598,1,0 - 3
2024-03-26,Jordan,Pakistan,1599,1,7 - 0
2024-06-06,Jordan,Tajikistan,1609,10,3 - 0
2024-06-11,Jordan,Saudi Arabia,1635,26,1 - 2
2024-09-05,Jordan,Kuwait,1614,-16,1 - 1
2024-09-10,Jordan,Palestine,1629,15,3 - 1
2024-10-10,Jordan,South Korea,1600,-29,0 - 2
2024-10-15,Jordan,Oman,1619,19,4 - 0
2024-11-14,Jordan,Iraq,1626,7,0 - 0
2024-11-19,Jordan,Kuwait,1616,-10,1 - 1
2025-01-27,Jordan,Uzbekistan,1618,2,0 - 0
2025-03-14,Jordan,North Korea,1611,-7,1 - 1
2025-03-20,Jordan,Palestine,1620,9,3 - 1
2025-03-25,Jordan,South Korea,1632,12,1 - 1
2025-05-30,Jordan,Saudi Arabia,1618,-14,2 - 0
2025-06-05,Jordan,Oman,1654,37,0 - 3
2025-06-10,Jordan,Iraq,1622,-32,0 - 1
2025-09-04,Jordan,Russia,1629,7,0 - 0
2025-09-09,Jordan,Dominican Republic,1632,3,3 - 0
2025-10-10,Jordan,Bolivia,1624,-8,1 - 0
2025-10-14,Jordan,Albania,1617,-9,4 - 2
2025-11-14,Jordan,Tunisia,1610,-7,3 - 2
2025-11-18,Jordan,Mali,1610,0,0 - 0
2025-12-03,Jordan,United Arab Emirates,1626,16,2 - 1
2025-12-06,Jordan,Kuwait,1637,11,3 - 1
2025-12-09,Jordan,Egypt,1671,34,3 - 0
2025-12-12,Jordan,Iraq,1687,16,1 - 0
2025-12-15,Jordan,Saudi Arabia,1703,16,1 - 0
2025-12-18,Jordan,Morocco,1691,-12,3 - 2
2026-03-27,Jordan,Costa Rica,1687,-2,2 - 2
2026-03-31,Jordan,Nigeria,1690,3,2 - 2
2026-05-31,Jordan,Switzerland,1685,-5,4 - 1
2026-06-07,Jordan,Colombia,1680,-5,2 - 0
2021-06-04,Kazakhstan,North Macedonia,1347,-5,4 - 0
2021-09-01,Kazakhstan,Ukraine,1362,15,2 - 2
2021-09-04,Kazakhstan,Finland,1359,-3,1 - 0
2021-09-07,Kazakhstan,Bosnia and Herzegovina,1375,16,2 - 2
2021-10-09,Kazakhstan,Bosnia and Herzegovina,1358,-17,0 - 2
2021-10-12,Kazakhstan,Finland,1345,-13,0 - 2
2021-11-13,Kazakhstan,France,1344,-1,8 - 0
2021-11-16,Kazakhstan,Tajikistan,1349,5,1 - 0
2022-03-24,Kazakhstan,Moldova,1365,16,1 - 2
2022-03-29,Kazakhstan,Moldova,1331,-34,0 - 1
2022-06-03,Kazakhstan,Azerbaijan,1350,19,2 - 0
2022-06-06,Kazakhstan,Slovakia,1387,37,0 - 1
2022-06-10,Kazakhstan,Belarus,1391,4,1 - 1
2022-06-13,Kazakhstan,Slovakia,1420,29,2 - 1
2022-09-22,Kazakhstan,Belarus,1434,14,2 - 1
2022-09-25,Kazakhstan,Azerbaijan,1401,-33,3 - 0
2022-11-16,Kazakhstan,Uzbekistan,1396,-5,2 - 0
2022-11-19,Kazakhstan,United Arab Emirates,1391,-5,2 - 1
2023-03-23,Kazakhstan,Slovenia,1380,-11,1 - 2
2023-03-26,Kazakhstan,Denmark,1417,37,3 - 2
2023-06-16,Kazakhstan,San Marino,1419,2,3 - 0
2023-06-19,Kazakhstan,Northern Ireland,1449,30,0 - 1
2023-09-07,Kazakhstan,Finland,1437,-12,0 - 1
2023-09-10,Kazakhstan,Northern Ireland,1454,17,1 - 0
2023-10-14,Kazakhstan,Denmark,1451,-3,3 - 1
2023-10-17,Kazakhstan,Finland,1485,34,1 - 2
2023-11-17,Kazakhstan,San Marino,1486,1,3 - 1
2023-11-20,Kazakhstan,Slovenia,1481,-5,2 - 1
2024-03-14,Kazakhstan,Turkmenistan,1486,5,2 - 0
2024-03-21,Kazakhstan,Greece,1476,-10,5 - 0
2024-03-26,Kazakhstan,Luxembourg,1470,-6,2 - 1
2024-06-07,Kazakhstan,Armenia,1462,-8,2 - 1
2024-06-11,Kazakhstan,Azerbaijan,1453,-9,3 - 2
2024-09-06,Kazakhstan,Norway,1463,10,0 - 0
2024-09-09,Kazakhstan,Slovenia,1457,-6,3 - 0
2024-10-10,Kazakhstan,Austria,1453,-4,4 - 0
2024-10-13,Kazakhstan,Slovenia,1443,-10,0 - 1
2024-11-14,Kazakhstan,Austria,1435,-8,0 - 2
2024-11-17,Kazakhstan,Norway,1430,-5,5 - 0
2025-02-17,Kazakhstan,North Korea,1413,-17,2 - 0
2025-03-19,Kazakhstan,Curaçao,1425,12,2 - 0
2025-03-22,Kazakhstan,Wales,1420,-5,3 - 1
2025-03-25,Kazakhstan,Liechtenstein,1425,5,0 - 2
2025-06-05,Kazakhstan,Belarus,1415,-10,4 - 1
2025-06-09,Kazakhstan,North Macedonia,1401,-14,0 - 1
2025-09-04,Kazakhstan,Wales,1392,-9,0 - 1
2025-09-07,Kazakhstan,Belgium,1389,-3,6 - 0
2025-10-10,Kazakhstan,Liechtenstein,1391,2,4 - 0
2025-10-13,Kazakhstan,North Macedonia,1406,15,1 - 1
2025-11-15,Kazakhstan,Belgium,1421,15,1 - 1
2025-11-18,Kazakhstan,Faroe Islands,1410,-11,1 - 0
2026-03-25,Kazakhstan,Namibia,1421,11,2 - 0
2026-03-31,Kazakhstan,Comoros,1430,9,1 - 0
2026-06-06,Kazakhstan,Armenia,1431,1,1 - 1
2026-06-09,Kazakhstan,Hungary,1428,-3,3 - 1
2021-09-02,Kenya,Uganda,1388,-3,0 - 0
2021-09-05,Kenya,Rwanda,1390,2,1 - 1
2021-10-07,Kenya,Mali,1368,-22,5 - 0
2021-10-10,Kenya,Mali,1354,-14,0 - 1
2021-11-11,Kenya,Uganda,1365,11,1 - 1
2021-11-15,Kenya,Rwanda,1375,10,2 - 1
2023-03-28,Kenya,Iran,1374,-1,2 - 1
2023-06-14,Kenya,Pakistan,1375,1,1 - 0
2023-06-18,Kenya,Mauritius,1349,-26,1 - 0
2023-09-07,Kenya,Qatar,1366,17,1 - 2
2023-09-12,Kenya,South Sudan,1348,-18,0 - 1
2023-10-16,Kenya,Russia,1356,8,2 - 2
2023-11-16,Kenya,Gabon,1345,-11,2 - 1
2023-11-20,Kenya,Seychelles,1350,5,5 - 0
2024-03-23,Kenya,Malawi,1386,36,0 - 4
2024-03-26,Kenya,Zimbabwe,1406,20,3 - 1
2024-06-07,Kenya,Burundi,1399,-7,1 - 1
2024-06-11,Kenya,Côte d'Ivoire,1411,12,0 - 0
2024-06-27,Kenya,Zambia,1444,33,2 - 0
2024-06-30,Kenya,Comoros,1401,-43,2 - 0
2024-07-02,Kenya,Zimbabwe,1426,25,2 - 0
2024-09-06,Kenya,Zimbabwe,1420,-6,0 - 0
2024-09-10,Kenya,Namibia,1437,17,2 - 1
2024-10-11,Kenya,Cameroon,1423,-14,4 - 1
2024-10-14,Kenya,Cameroon,1412,-11,1 - 0
2024-11-15,Kenya,Zimbabwe,1410,-2,1 - 1
2024-11-19,Kenya,Namibia,1405,-5,0 - 0
2025-03-20,Kenya,Gambia,1404,-1,3 - 3
2025-03-23,Kenya,Gabon,1381,-23,1 - 2
2025-06-07,Kenya,Chad,1373,-6,0 - 0
2025-06-10,Kenya,Chad,1377,4,2 - 1
2025-09-05,Kenya,Gambia,1340,-38,1 - 3
2025-09-09,Kenya,Seychelles,1343,3,5 - 0
2025-10-09,Kenya,Burundi,1365,22,0 - 1
2025-10-14,Kenya,Côte d'Ivoire,1354,-9,3 - 0
2025-11-14,Kenya,Equatorial Guinea,1347,-7,1 - 0
2025-11-18,Kenya,Senegal,1344,-3,8 - 0
2026-03-27,Kenya,Estonia,1345,1,1 - 1
2026-03-30,Kenya,Grenada,1356,11,3 - 0
2026-06-04,Kenya,Lesotho,1352,-4,1 - 1
2026-06-07,Kenya,Lesotho,1363,11,4 - 0
2021-06-04,Kosovo,Malta,1488,4,2 - 1
2021-06-08,Kosovo,Guinea,1476,-12,2 - 1
2021-06-11,Kosovo,Gambia,1483,7,1 - 0
2021-09-02,Kosovo,Georgia,1511,28,0 - 1
2021-09-05,Kosovo,Greece,1514,3,1 - 1
2021-09-08,Kosovo,Spain,1508,-6,0 - 2
2021-10-09,Kosovo,Sweden,1503,-5,3 - 0
2021-10-12,Kosovo,Georgia,1475,-28,1 - 2
2021-11-10,Kosovo,Jordan,1457,-18,0 - 2
2021-11-14,Kosovo,Greece,1472,15,1 - 1
2022-03-24,Kosovo,Burkina Faso,1492,20,5 - 0
2022-03-29,Kosovo,Switzerland,1501,9,1 - 1
2022-06-02,Kosovo,Cyprus,1525,24,0 - 2
2022-06-05,Kosovo,Greece,1509,-16,0 - 1
2022-06-09,Kosovo,Northern Ireland,1527,18,3 - 2
2022-06-12,Kosovo,Greece,1517,-10,2 - 0
2022-09-24,Kosovo,Northern Ireland,1504,-13,2 - 1
2022-09-27,Kosovo,Cyprus,1519,15,5 - 1
2022-11-16,Kosovo,Armenia,1515,-4,2 - 2
2022-11-19,Kosovo,Faroe Islands,1508,-7,1 - 1
2023-03-25,Kosovo,Israel,1519,11,1 - 1
2023-03-28,Kosovo,Andorra,1501,-18,1 - 1
2023-06-16,Kosovo,Romania,1502,1,0 - 0
2023-06-19,Kosovo,Belarus,1476,-26,2 - 1
2023-09-09,Kosovo,Switzerland,1490,14,2 - 2
2023-09-12,Kosovo,Romania,1478,-12,2 - 0
2023-10-12,Kosovo,Andorra,1491,13,0 - 3
2023-11-12,Kosovo,Israel,1513,22,1 - 0
2023-11-18,Kosovo,Switzerland,1530,17,1 - 1
2023-11-21,Kosovo,Belarus,1500,-30,0 - 1
2024-03-22,Kosovo,Armenia,1512,12,0 - 1
2024-03-26,Kosovo,Hungary,1510,-2,2 - 0
2024-06-05,Kosovo,Norway,1505,-5,3 - 0
2024-09-06,Kosovo,Romania,1478,-27,0 - 3
2024-09-09,Kosovo,Cyprus,1512,34,0 - 4
2024-10-12,Kosovo,Lithuania,1527,15,1 - 2
2024-10-15,Kosovo,Cyprus,1536,9,3 - 0
2024-11-15,Kosovo,Romania,1550,14,0 - 0
2024-11-18,Kosovo,Lithuania,1554,4,1 - 0
2025-03-20,Kosovo,Iceland,1570,16,2 - 1
2025-03-23,Kosovo,Iceland,1599,29,1 - 3
2025-06-06,Kosovo,Armenia,1603,5,5 - 2
2025-06-09,Kosovo,Comoros,1608,5,4 - 2
2025-09-05,Kosovo,Switzerland,1599,-9,4 - 0
2025-09-08,Kosovo,Sweden,1635,36,2 - 0
2025-10-10,Kosovo,Slovenia,1635,0,0 - 0
2025-10-13,Kosovo,Sweden,1664,29,0 - 1
2025-11-15,Kosovo,Slovenia,1709,44,0 - 2
2025-11-18,Kosovo,Switzerland,1714,5,1 - 1
2026-03-26,Kosovo,Slovakia,1737,24,3 - 4
2026-03-31,Kosovo,Turkey,1720,-17,0 - 1
2026-05-31,Kosovo,Czech Republic,1713,-7,2 - 1
2026-06-07,Kosovo,Andorra,1714,1,3 - 0
2021-06-03,Kuwait,Australia,1390,-16,0 - 3
2021-06-11,Kuwait,Jordan,1389,-1,0 - 0
2021-06-15,Kuwait,Taiwan,1390,1,2 - 1
2021-06-25,Kuwait,Bahrain,1373,-17,2 - 0
2021-09-04,Kuwait,Bosnia and Herzegovina,1371,-2,1 - 0
2021-11-11,Kuwait,Czech Republic,1369,-2,7 - 0
2021-11-15,Kuwait,Lithuania,1371,2,1 - 1
2022-01-29,Kuwait,Libya,1380,9,2 - 0
2022-02-01,Kuwait,Libya,1359,-21,0 - 2
2022-03-25,Kuwait,Latvia,1358,-1,1 - 1
2022-03-29,Kuwait,Malta,1342,-16,2 - 0
2022-06-01,Kuwait,Singapore,1349,7,2 - 0
2022-06-08,Kuwait,Indonesia,1317,-32,1 - 2
2022-06-11,Kuwait,Nepal,1321,4,4 - 1
2022-06-14,Kuwait,Jordan,1298,-23,0 - 3
2022-11-19,Kuwait,Lebanon,1315,17,2 - 0
2022-12-30,Kuwait,Iraq,1313,-2,1 - 0
2023-01-07,Kuwait,Qatar,1302,-11,2 - 0
2023-01-10,Kuwait,United Arab Emirates,1331,29,1 - 0
2023-01-13,Kuwait,Bahrain,1342,11,1 - 1
2023-03-24,Kuwait,Philippines,1345,3,2 - 0
2023-03-28,Kuwait,Tajikistan,1352,7,2 - 1
2023-06-12,Kuwait,Zambia,1376,24,3 - 0
2023-06-15,Kuwait,Sudan,1385,9,2 - 1
2023-06-21,Kuwait,Nepal,1389,4,3 - 1
2023-06-24,Kuwait,Pakistan,1392,3,4 - 0
2023-06-27,Kuwait,India,1391,-1,1 - 1
2023-07-01,Kuwait,Bangladesh,1393,2,1 - 0
2023-07-04,Kuwait,India,1392,-1,1 - 1
2023-09-07,Kuwait,Bahrain,1412,20,3 - 1
2023-09-11,Kuwait,Kyrgyzstan,1390,-22,3 - 1
2023-10-12,Kuwait,United Arab Emirates,1385,-5,1 - 0
2023-10-17,Kuwait,Syria,1396,11,2 - 1
2023-11-16,Kuwait,India,1364,-32,0 - 1
2023-11-21,Kuwait,Afghanistan,1377,13,4 - 0
2024-01-12,Kuwait,Libya,1362,-15,3 - 1
2024-01-19,Kuwait,Uganda,1347,-15,2 - 0
2024-03-21,Kuwait,Qatar,1340,-7,3 - 0
2024-03-26,Kuwait,Qatar,1330,-10,1 - 2
2024-06-06,Kuwait,India,1328,-2,0 - 0
2024-06-11,Kuwait,Afghanistan,1334,6,1 - 0
2024-09-05,Kuwait,Jordan,1350,16,1 - 1
2024-09-10,Kuwait,Iraq,1361,11,0 - 0
2024-10-10,Kuwait,Oman,1346,-15,4 - 0
2024-10-15,Kuwait,Palestine,1349,3,2 - 2
2024-11-14,Kuwait,South Korea,1341,-8,1 - 3
2024-11-19,Kuwait,Jordan,1351,10,1 - 1
2024-12-09,Kuwait,Yemen,1345,-6,1 - 1
2024-12-12,Kuwait,Lebanon,1334,-11,2 - 1
2024-12-15,Kuwait,Lebanon,1319,-15,2 - 0
2024-12-21,Kuwait,Oman,1323,4,1 - 1
2024-12-24,Kuwait,United Arab Emirates,1351,28,2 - 1
2024-12-27,Kuwait,Qatar,1355,4,1 - 1
2024-12-31,Kuwait,Bahrain,1337,-18,0 - 1
2025-03-15,Kuwait,China,1325,-12,3 - 1
2025-03-20,Kuwait,Iraq,1340,15,2 - 2
2025-03-25,Kuwait,Oman,1325,-15,0 - 1
2025-06-05,Kuwait,Palestine,1294,-30,0 - 2
2025-06-10,Kuwait,South Korea,1291,-3,4 - 0
2025-09-08,Kuwait,Syria,1295,4,2 - 2
2025-10-09,Kuwait,Uzbekistan,1294,-1,2 - 0
2025-11-15,Kuwait,Tanzania,1307,11,4 - 3
2025-11-18,Kuwait,Gambia,1310,3,2 - 2
2025-11-25,Kuwait,Mauritania,1343,33,2 - 0
2025-12-02,Kuwait,Egypt,1357,14,1 - 1
2025-12-06,Kuwait,Jordan,1346,-11,3 - 1
2025-12-09,Kuwait,United Arab Emirates,1330,-16,3 - 1
2026-06-05,Kuwait,Thailand,1332,4,2 - 2
2021-06-07,Kyrgyzstan,Mongolia,1232,-38,1 - 0
2021-06-11,Kyrgyzstan,Myanmar,1255,23,8 - 1
2021-06-15,Kyrgyzstan,Japan,1253,-2,5 - 1
2021-09-02,Kyrgyzstan,Palestine,1272,19,1 - 0
2021-09-07,Kyrgyzstan,Bangladesh,1274,2,4 - 1
2021-11-11,Kyrgyzstan,Singapore,1280,6,2 - 1
2021-11-16,Kyrgyzstan,Bahrain,1277,-3,4 - 2
2022-03-25,Kyrgyzstan,Uzbekistan,1272,-5,3 - 1
2022-03-29,Kyrgyzstan,Tajikistan,1257,-15,1 - 0
2022-06-08,Kyrgyzstan,Singapore,1265,8,2 - 1
2022-06-11,Kyrgyzstan,Myanmar,1270,5,2 - 0
2022-06-14,Kyrgyzstan,Tajikistan,1266,-4,0 - 0
2022-09-24,Kyrgyzstan,Russia,1264,-2,1 - 2
2023-03-25,Kyrgyzstan,Myanmar,1252,-12,1 - 1
2023-03-28,Kyrgyzstan,India,1234,-18,2 - 0
2023-06-10,Kyrgyzstan,Afghanistan,1242,8,1 - 0
2023-06-16,Kyrgyzstan,Iran,1236,-6,1 - 5
2023-06-20,Kyrgyzstan,Oman,1231,-5,0 - 1
2023-09-11,Kyrgyzstan,Kuwait,1253,22,3 - 1
2023-10-12,Kyrgyzstan,Bahrain,1249,-4,2 - 0
2023-10-15,Kyrgyzstan,Philippines,1234,-15,1 - 0
2023-11-16,Kyrgyzstan,Malaysia,1222,-12,4 - 3
2023-11-21,Kyrgyzstan,Oman,1254,32,1 - 0
2023-12-25,Kyrgyzstan,Uzbekistan,1251,-3,4 - 1
2023-12-30,Kyrgyzstan,United Arab Emirates,1249,-2,1 - 0
2024-01-05,Kyrgyzstan,Syria,1254,5,1 - 1
2024-01-09,Kyrgyzstan,Vietnam,1268,14,2 - 1
2024-01-16,Kyrgyzstan,Thailand,1242,-26,2 - 0
2024-01-21,Kyrgyzstan,Saudi Arabia,1234,-8,2 - 0
2024-01-25,Kyrgyzstan,Oman,1251,17,1 - 1
2024-03-21,Kyrgyzstan,Taiwan,1264,13,0 - 2
2024-03-26,Kyrgyzstan,Taiwan,1269,5,5 - 1
2024-06-06,Kyrgyzstan,Malaysia,1263,-6,1 - 1
2024-06-11,Kyrgyzstan,Oman,1279,16,1 - 1
2024-09-05,Kyrgyzstan,Iran,1278,-1,1 - 0
2024-09-10,Kyrgyzstan,Uzbekistan,1272,-6,2 - 3
2024-10-10,Kyrgyzstan,Qatar,1267,-5,3 - 1
2024-10-15,Kyrgyzstan,North Korea,1290,23,1 - 0
2024-11-14,Kyrgyzstan,United Arab Emirates,1281,-9,3 - 0
2024-11-19,Kyrgyzstan,Iran,1278,-3,2 - 3
2025-03-20,Kyrgyzstan,Uzbekistan,1276,-2,1 - 0
2025-03-25,Kyrgyzstan,Qatar,1319,43,3 - 1
2025-06-05,Kyrgyzstan,North Korea,1321,3,2 - 2
2025-06-10,Kyrgyzstan,United Arab Emirates,1328,7,1 - 1
2025-09-02,Kyrgyzstan,Oman,1314,-10,2 - 1
2025-09-05,Kyrgyzstan,Uzbekistan,1310,-4,4 - 0
2026-03-25,Kyrgyzstan,Equatorial Guinea,1305,-8,1 - 0
2026-03-28,Kyrgyzstan,Madagascar,1291,-14,5 - 2
2026-06-06,Kyrgyzstan,Palestine,1293,2,0 - 0
2026-06-09,Kyrgyzstan,Palestine,1295,2,0 - 0
2021-12-06,Laos,Vietnam,689,-1,2 - 0
2021-12-09,Laos,Malaysia,685,-4,4 - 0
2021-12-12,Laos,Indonesia,680,-5,5 - 1
2021-12-15,Laos,Cambodia,660,-20,3 - 0
2022-03-23,Laos,Mongolia,670,10,1 - 0
2022-03-27,Laos,Brunei,676,6,3 - 2
2022-09-24,Laos,Maldives,667,-9,3 - 1
2022-09-27,Laos,Brunei,653,-14,1 - 0
2022-12-21,Laos,Vietnam,651,-2,0 - 6
2022-12-24,Laos,Malaysia,649,-2,5 - 0
2022-12-27,Laos,Singapore,643,-6,0 - 2
2022-12-30,Laos,Myanmar,659,16,2 - 2
2023-03-22,Laos,Nepal,654,-5,2 - 0
2023-03-25,Laos,Bhutan,665,11,2 - 1
2023-03-31,Laos,Nepal,662,-3,2 - 1
2023-10-12,Laos,Nepal,678,16,1 - 1
2023-10-17,Laos,Nepal,665,-13,0 - 1
2024-11-14,Laos,Malaysia,664,-1,3 - 1
2024-11-17,Laos,Thailand,674,10,1 - 1
2024-12-09,Laos,Vietnam,670,-4,1 - 4
2024-12-12,Laos,Indonesia,690,20,3 - 3
2024-12-15,Laos,Philippines,703,13,1 - 1
2024-12-18,Laos,Myanmar,697,-6,3 - 2
2025-03-20,Laos,Sri Lanka,685,-12,1 - 2
2025-03-25,Laos,Vietnam,684,-1,5 - 0
2025-06-10,Laos,Nepal,713,29,2 - 1
2025-10-09,Laos,Malaysia,710,-4,0 - 3
2025-10-14,Laos,Malaysia,711,-1,5 - 1
2025-11-19,Laos,Vietnam,708,-3,0 - 2
2026-03-31,Laos,Nepal,734,26,1 - 0
2021-06-04,Latvia,Lithuania,1289,21,3 - 1
2021-06-07,Latvia,Germany,1288,-1,7 - 1
2021-06-10,Latvia,Estonia,1281,-7,2 - 1
2021-09-01,Latvia,Gibraltar,1290,9,3 - 1
2021-09-04,Latvia,Norway,1283,-7,0 - 2
2021-09-07,Latvia,Montenegro,1298,15,0 - 0
2021-10-08,Latvia,Netherlands,1296,-2,0 - 1
2021-10-11,Latvia,Turkey,1290,-6,1 - 2
2021-11-13,Latvia,Norway,1309,19,0 - 0
2021-11-16,Latvia,Gibraltar,1327,18,1 - 3
2022-03-25,Latvia,Kuwait,1328,1,1 - 1
2022-03-29,Latvia,Azerbaijan,1338,10,1 - 0
2022-06-03,Latvia,Andorra,1346,8,3 - 0
2022-06-06,Latvia,Liechtenstein,1350,4,1 - 0
2022-06-10,Latvia,Moldova,1378,28,2 - 4
2022-06-14,Latvia,Liechtenstein,1390,12,0 - 2
2022-09-22,Latvia,Moldova,1357,-33,1 - 2
2022-09-25,Latvia,Andorra,1349,-8,1 - 1
2022-11-16,Latvia,Estonia,1348,-1,1 - 1
2022-11-19,Latvia,Iceland,1352,4,1 - 1
2023-03-22,Latvia,Republic of Ireland,1350,-2,3 - 2
2023-03-28,Latvia,Wales,1348,-2,1 - 0
2023-06-16,Latvia,Turkey,1340,-8,2 - 3
2023-06-19,Latvia,Armenia,1332,-8,2 - 1
2023-09-08,Latvia,Croatia,1331,-1,5 - 0
2023-09-11,Latvia,Wales,1318,-13,0 - 2
2023-10-12,Latvia,Armenia,1356,38,2 - 0
2023-10-15,Latvia,Turkey,1352,-4,4 - 0
2023-11-18,Latvia,Croatia,1349,-3,0 - 2
2023-11-21,Latvia,Poland,1347,-2,2 - 0
2024-03-21,Latvia,Cyprus,1349,2,1 - 1
2024-03-26,Latvia,Liechtenstein,1341,-8,1 - 1
2024-06-08,Latvia,Lithuania,1312,-29,0 - 2
2024-06-11,Latvia,Faroe Islands,1321,9,1 - 0
2024-09-07,Latvia,Armenia,1307,-14,4 - 1
2024-09-10,Latvia,Faroe Islands,1319,12,1 - 0
2024-10-10,Latvia,North Macedonia,1297,-22,0 - 3
2024-10-13,Latvia,Faroe Islands,1300,3,1 - 1
2024-11-14,Latvia,North Macedonia,1296,-4,1 - 0
2024-11-17,Latvia,Armenia,1276,-20,1 - 2
2025-03-21,Latvia,Andorra,1291,15,0 - 1
2025-03-24,Latvia,England,1290,-1,3 - 0
2025-06-07,Latvia,Azerbaijan,1289,-1,0 - 0
2025-06-10,Latvia,Albania,1301,12,1 - 1
2025-09-06,Latvia,Serbia,1298,-3,0 - 1
2025-09-09,Latvia,Albania,1295,-3,1 - 0
2025-10-11,Latvia,Andorra,1280,-15,2 - 2
2025-10-14,Latvia,England,1278,-2,0 - 5
2025-11-13,Latvia,North Macedonia,1287,9,0 - 0
2025-11-16,Latvia,Serbia,1286,-1,2 - 1
2026-03-26,Latvia,Gibraltar,1297,11,0 - 1
2026-03-31,Latvia,Gibraltar,1301,4,1 - 0
2026-06-06,Latvia,Lithuania,1305,4,1 - 1
2026-06-09,Latvia,Faroe Islands,1288,-17,0 - 1
2021-06-05,Lebanon,Sri Lanka,1387,1,3 - 2
2021-06-09,Lebanon,Turkmenistan,1360,-27,3 - 2
2021-06-13,Lebanon,South Korea,1358,-2,2 - 1
2021-06-23,Lebanon,Djibouti,1361,3,1 - 0
2021-09-02,Lebanon,United Arab Emirates,1373,12,0 - 0
2021-09-07,Lebanon,South Korea,1371,-2,1 - 0
2021-10-07,Lebanon,Iraq,1383,12,0 - 0
2021-10-12,Lebanon,Syria,1406,23,3 - 2
2021-11-11,Lebanon,Iran,1401,-5,1 - 2
2021-11-16,Lebanon,United Arab Emirates,1379,-22,0 - 1
2021-12-01,Lebanon,Egypt,1371,-8,1 - 0
2021-12-04,Lebanon,Algeria,1365,-6,2 - 0
2021-12-07,Lebanon,Sudan,1384,19,1 - 0
2022-01-27,Lebanon,South Korea,1378,-6,0 - 1
2022-02-01,Lebanon,Iraq,1382,4,1 - 1
2022-03-24,Lebanon,Syria,1339,-43,0 - 3
2022-03-29,Lebanon,Iran,1337,-2,2 - 0
2022-11-19,Lebanon,Kuwait,1320,-17,2 - 0
2022-12-30,Lebanon,United Arab Emirates,1316,-4,1 - 0
2023-03-27,Lebanon,Oman,1313,-3,2 - 0
2023-06-09,Lebanon,Vanuatu,1325,12,3 - 1
2023-06-12,Lebanon,Mongolia,1311,-14,0 - 0
2023-06-15,Lebanon,India,1313,2,0 - 0
2023-06-18,Lebanon,India,1293,-20,2 - 0
2023-06-22,Lebanon,Bangladesh,1298,5,2 - 0
2023-06-25,Lebanon,Bhutan,1299,1,4 - 1
2023-06-28,Lebanon,Maldives,1303,4,1 - 0
2023-07-01,Lebanon,India,1307,4,0 - 0
2023-09-07,Lebanon,Thailand,1299,-8,2 - 1
2023-09-10,Lebanon,India,1313,14,1 - 0
2023-10-12,Lebanon,Montenegro,1310,-3,3 - 2
2023-10-17,Lebanon,United Arab Emirates,1307,-3,2 - 1
2023-11-16,Lebanon,Palestine,1313,6,0 - 0
2023-11-21,Lebanon,Bangladesh,1299,-14,1 - 1
2023-12-28,Lebanon,Jordan,1312,13,2 - 1
2024-01-04,Lebanon,Saudi Arabia,1309,-3,1 - 0
2024-01-12,Lebanon,Qatar,1297,-12,3 - 0
2024-01-17,Lebanon,China,1306,9,0 - 0
2024-01-22,Lebanon,Tajikistan,1286,-20,2 - 1
2024-03-21,Lebanon,Australia,1284,-2,2 - 0
2024-03-26,Lebanon,Australia,1281,-3,5 - 0
2024-06-06,Lebanon,Palestine,1289,8,0 - 0
2024-06-11,Lebanon,Bangladesh,1297,8,4 - 0
2024-09-04,Lebanon,Tajikistan,1316,19,1 - 0
2024-09-08,Lebanon,Malaysia,1304,-12,1 - 0
2024-11-14,Lebanon,Thailand,1310,6,0 - 0
2024-11-19,Lebanon,Myanmar,1313,3,2 - 3
2024-12-12,Lebanon,Kuwait,1324,11,2 - 1
2024-12-15,Lebanon,Kuwait,1339,15,2 - 0
2025-03-20,Lebanon,Timor-Leste,1340,1,4 - 0
2025-03-25,Lebanon,Brunei,1342,2,5 - 0
2025-05-28,Lebanon,Oman,1339,-3,1 - 0
2025-06-10,Lebanon,Yemen,1327,-12,0 - 0
2025-09-08,Lebanon,Indonesia,1346,3,0 - 0
2025-10-09,Lebanon,Bhutan,1347,1,2 - 0
2025-10-14,Lebanon,Bhutan,1349,1,4 - 0
2025-11-18,Lebanon,Brunei,1351,2,0 - 3
2025-11-26,Lebanon,Sudan,1332,-19,2 - 1
2026-06-04,Lebanon,Yemen,1288,-44,2 - 0
2021-06-02,Lesotho,Mozambique,1267,-24,5 - 0
2021-06-05,Lesotho,Eswatini,1246,-21,1 - 0
2021-07-03,Lesotho,Namibia,1249,3,0 - 0
2021-07-06,Lesotho,Eswatini,1211,-38,3 - 1
