date,team,opponent,elo_after,elo_change,score
2024-10-11,Grenada,Curaçao,1084,13,0 - 0
2024-10-14,Grenada,Curaçao,1076,-8,1 - 0
2024-11-15,Grenada,St Lucia,1114,38,4 - 0
2024-11-18,Grenada,St Martin,1065,-49,3 - 0
2025-03-06,Grenada,St Vincent,1069,4,1 - 1
2025-03-09,Grenada,St Vincent,1073,4,1 - 1
2025-03-19,Grenada,Russia,1073,0,5 - 0
2025-05-31,Grenada,Anguilla,1074,1,2 - 0
2025-06-04,Grenada,Bahamas,1082,8,6 - 0
2025-06-10,Grenada,St Kitts and Nevis,1106,24,2 - 3
2025-10-08,Grenada,British Virgin Islands,1107,1,4 - 1
2025-10-11,Grenada,Cuba,1121,14,2 - 0
2025-11-14,Grenada,United States Virgin Islands,1122,1,4 - 1
2026-01-18,Grenada,Jamaica,1119,-3,0 - 1
2026-03-27,Grenada,Rwanda,1110,-9,4 - 0
2026-03-30,Grenada,Kenya,1099,-11,3 - 0
2026-05-16,Grenada,Republic of Ireland,1098,-1,5 - 0
2021-06-23,Guadeloupe,Martinique,1226,17,1 - 2
2021-07-03,Guadeloupe,Bahamas,1233,7,2 - 0
2021-07-06,Guadeloupe,Guatemala,1246,13,1 - 1
2021-07-12,Guadeloupe,Costa Rica,1239,-7,3 - 1
2021-07-16,Guadeloupe,Jamaica,1233,-6,2 - 1
2021-07-20,Guadeloupe,Suriname,1214,-19,2 - 1
2022-03-23,Guadeloupe,Cabo Verde,1208,-6,2 - 0
2022-03-26,Guadeloupe,Martinique,1203,-5,4 - 3
2022-06-02,Guadeloupe,Cuba,1222,19,2 - 1
2022-06-05,Guadeloupe,Antigua and Barbuda,1199,-23,1 - 0
2022-06-09,Guadeloupe,Barbados,1210,11,0 - 1
2022-06-12,Guadeloupe,Barbados,1216,6,2 - 1
2023-03-23,Guadeloupe,Antigua and Barbuda,1188,-28,0 - 1
2023-03-26,Guadeloupe,Cuba,1180,-8,1 - 0
2023-06-16,Guadeloupe,Antigua and Barbuda,1218,38,5 - 0
2023-06-20,Guadeloupe,Guyana,1246,28,2 - 0
2023-06-27,Guadeloupe,Canada,1269,23,2 - 2
2023-07-01,Guadeloupe,Cuba,1320,51,4 - 1
2023-07-04,Guadeloupe,Guatemala,1307,-13,3 - 2
2023-09-07,Guadeloupe,St Kitts and Nevis,1325,18,1 - 2
2023-09-10,Guadeloupe,Sint Maarten,1327,2,4 - 0
2023-10-12,Guadeloupe,St Lucia,1301,-26,2 - 1
2023-10-15,Guadeloupe,St Lucia,1312,11,2 - 0
2023-11-16,Guadeloupe,Sint Maarten,1316,4,2 - 0
2023-11-19,Guadeloupe,St Kitts and Nevis,1327,11,5 - 0
2024-09-05,Guadeloupe,Costa Rica,1322,-5,3 - 0
2024-09-09,Guadeloupe,Suriname,1338,16,1 - 0
2024-10-11,Guadeloupe,Martinique,1316,-22,0 - 1
2024-10-15,Guadeloupe,Martinique,1327,11,0 - 0
2024-11-15,Guadeloupe,Cayman Islands,1335,8,0 - 6
2024-11-19,Guadeloupe,Cayman Islands,1336,1,1 - 0
2025-03-21,Guadeloupe,Nicaragua,1352,16,1 - 0
2025-03-25,Guadeloupe,Nicaragua,1377,25,0 - 1
2025-06-16,Guadeloupe,Panama,1366,-10,5 - 2
2025-06-20,Guadeloupe,Jamaica,1353,-13,2 - 1
2025-06-24,Guadeloupe,Guatemala,1338,-15,3 - 2
2021-06-07,Guam,Syria,732,-1,3 - 0
2021-06-11,Guam,Philippines,726,-6,3 - 0
2021-10-09,Guam,Cambodia,712,-14,1 - 0
2021-10-12,Guam,Cambodia,700,-12,2 - 1
2022-02-19,Guam,Northern Mariana Islands,703,3,2 - 0
2022-02-22,Guam,Northern Mariana Islands,705,2,3 - 2
2023-10-12,Guam,Singapore,703,-2,2 - 1
2023-10-17,Guam,Singapore,698,-5,0 - 1
2024-04-06,Guam,Northern Mariana Islands,694,-4,2 - 2
2024-04-07,Guam,Northern Mariana Islands,680,-14,2 - 1
2024-12-14,Guam,Macau,696,16,2 - 1
2024-12-17,Guam,Hong Kong,692,-4,5 - 0
2024-12-21,Guam,Northern Mariana Islands,698,6,1 - 2
2024-12-22,Guam,Northern Mariana Islands,712,14,0 - 8
2026-03-25,Guam,Puerto Rico,711,-3,4 - 0
2026-03-28,Guam,American Samoa,719,8,6 - 0
2026-06-03,Guam,Philippines,717,-2,5 - 1
2026-06-06,Guam,Myanmar,706,-11,6 - 1
2021-06-04,Guatemala,St Vincent,1502,8,10 - 0
2021-06-08,Guatemala,Curaçao,1504,2,0 - 0
2021-06-26,Guatemala,El Salvador,1504,0,0 - 0
2021-07-03,Guatemala,Guyana,1513,9,4 - 0
